VID,Company
0ABF,DIOLAN
0ABF_3370,I2C/SPI ADAPTER - U2C-12
0AC3,SANYO SEMICONDUCTOR COMPANY MICRO
0AC4,LECO CORP.
0AC5,I & C CORP.
0AC6,SINGING ELECTRONS INC.
0AC7,PANWEST CORP.
0AC8,Z-STAR MICROELECTRONICS CORP.
0AC8_0301,WEB CAMERA
0AC8_0302,ZC0302 WEBCAM
0AC8_0321,VIMICRO GENERIC VC0321 CAMERA
0AC8_0323,LUXYA WC-1200 USB 2.0 WEBCAM
0AC8_0328,A4TECH PK-130MG
0AC8_0336,ELECOM UCAM-DLQ30
0AC8_301B,ZC0301 WEBCAM
0AC8_303B,ZC0303 WEBCAM
0AC8_305B,ZC0305 WEBCAM
0AC8_307B,USB 1.1 WEBCAM
0AC8_332D,VEGA USB 2.0 CAMERA
0AC8_3343,SIRIUS USB 2.0 CAMERA
0AC8_3370,TRAVELER TV 6500 SF DIA-SCANNER
0AC8_3420,VENUS USB2.0 CAMERA
0AC8_C001,SONY EMBEDDED VIMICRO CAMERA
0AC8_C002,VISUAL COMMUNICATION CAMERA VGP-VCC1
0AC8_C302,VEGA USB 2.0 CAMERA
0AC8_C303,SATURN USB 2.0 CAMERA
0AC8_C326,NAMUGA 1.3M WEBCAM
0AC8_C33F,WEBCAM
0AC8_C412,LENOVO IDEACENTRE WEB CAMERA
0AC8_C429,LENOVO THINKCENTRE WEB CAMERA
0AC8_C42D,LENOVO IDEACENTRE WEB CAMERA
0AC9,MICRO SOLUTIONS INC.
0AC9_0000,BACKPACK CD-REWRITER
0AC9_0001,BACKPACK  2 CABLE
0AC9_0010,BACKPACK CD DRIVE
0AC9_0011,BACKPACK 40GB HARD DRIVE
0AC9_0110,BACKPACK
0AC9_0111,BACKPACK
0AC9_10FF,BACKPACK
0AC9_1234,BACKPACK
0ACA,OPEN NETWORKS LTD
0ACA_1060,OPEN NT1 PLUS II
0ACC,KOGA ELECTRONICS CO.
0ACD,ID TECH
0ACD_0300,IDT1221U RS-232 ADAPTER
0ACD_0401,SPECTRUM III HYBRID SMARTCARD READER
0ACD_0630,SPECTRUM III MAG-ONLY INSERT READER (SPT3-355 SERIES) USB-CDC
0ACD_0810,SECUREPIN (IDPA-506100Y) PIN PAD
0ACD_2030,VALUEMAG MAGNETIC STRIPE READER
0ACD_3710,VIVOPAY KIOSK III
0ACE,ZYDAS
0ACE_1201,ZD1201 802.11B
0ACE_1211,ZD1211 802.11G
0ACE_1215,ZD1211B 802.11G
0ACE_1221,ZD1221 802.11N
0ACE_1602,ZYXEL OMNI FAXMODEM 56K
0ACE_1608,ZYXEL OMNI FAXMODEM 56K UNO
0ACE_1611,ZYXEL OMNI FAXMODEM 56K PLUS
0ACE_2011,VIRTUAL MEDIA FOR 802.11BG
0ACE_20FF,VIRTUAL MEDIA FOR 802.11BG
0ACE_A211,ZD1211 802.11B/G WIRELESS ADAPTER
0ACE_B215,802.11BG
0ACF,INTOTO INC.
0AD0,INTELLIX CORP.
0AD1,REMOTEC TECHNOLOGY LTD
0AD2,SERVICE & QUALITY TECHNOLOGY CO. LTD
0ADA,DATA ENCRYPTION SYSTEMS LTD.
0ADA_0005,DK2
0AE3,ALLION COMPUTER INC.
0AE4,TAITO CORP.
0AE7,NEODYM SYSTEMS INC.
0AE8,SYSTEM SUPPORT CO. LTD
0AE9,NORTH SHORE CIRCUIT DESIGN L.L.P.
0AEA,SCIESSENCE LLC
0AEB,TTP COMMUNICATIONS LTD
0AEC,NEODIO TECHNOLOGIES CORP.
0AEC_2101,SMARTMEDIA CARD READER
0AEC_2102,COMPACTFLASH CARD READER
0AEC_2103,MMC/SD CARD READER
0AEC_2104,MEMORYSTICK CARD READER
0AEC_2201,SMARTMEDIA+COMPACTFLASH CARD READER
0AEC_2202,SMARTMEDIA+MMC/SD CARD READER
0AEC_2203,SMARTMEDIA+MEMORYSTICK CARD READER
0AEC_2204,COMPACTFLASH+MMC/SD CARD READER
0AEC_2205,COMPACTFLASH+MEMORYSTICK CARD READER
0AEC_2206,MMC/SD+MEMORYSTICK CARD READER
0AEC_2301,SMARTMEDIA+COMPACTFLASH+MMC/SD CARD READER
0AEC_2302,SMARTMEDIA+COMPACTFLASH+MEMORYSTICK CARD READER
0AEC_2303,SMARTMEDIA+MMC/SD+MEMORYSTICK CARD READER
0AEC_2304,COMPACTFLASH+MMC/SD+MEMORYSTICK CARD READER
0AEC_3016,MMC/SD+MEMORY STICK CARD READER
0AEC_3050,ND3050 8-IN-1 CARD READER
0AEC_3060,1.1 FS CARD READER
0AEC_3101,MMC/SD CARD READER
0AEC_3102,MEMORYSTICK CARD READER
0AEC_3201,MMC/SD+MEMORYSTICK CARD READER
0AEC_3216,HS CARD READER
0AEC_3260,ND3260 7-IN-1 CARD READER
0AEC_5010,ND5010 CARD READER
0AF0,OPTION
0AF0_5000,UMTS CARD
0AF0_6000,GLOBETROTTER 3G DATACARD
0AF0_6300,GT 3G QUAD UMTS/GPRS CARD
0AF0_6600,GLOBETROTTER 3G+ DATACARD
0AF0_6711,GLOBETROTTER EXPRESS 7.2 V2
0AF0_6971,GLOBETROTTER HSDPA MODEM
0AF0_7251,GLOBETROTTER HSUPA MODEM (AKA ICON HSUPA E)
0AF0_7501,GLOBETROTTER HSUPA MODEM (ICON 411 AKA "VODAFONE K3760")
0AF0_7601,GLOBETROTTER MO40X 3G MODEM (GTM 382)
0AF0_7701,GLOBETROTTER HSUPA MODEM (AKA ICON 451)
0AF0_D055,GLOBETROTTER GI0505 [ICON 505]
0AF6,SILVER I CO. LTD
0AF7,B2C2 INC.
0AF7_0101,DIGITAL TV USB RECEIVER (DVB-S/T/C / ATSC)
0AF9,HAMA INC.
0AF9_0010,USB SIGHTCAM 100
0AF9_0011,MICRO INNOVATIONS IC50C WEBCAM
0AFA,DMC CO. LTD.
0AFA_07D2,CONTROLLER BOARD FOR PROJECTED CAPACITIVE TOUCH SCREEN DUS3000
0AFC,ZAPTRONIX LTD
0AFD,TATENO DENNOU INC.
0AFE,CUMMINS ENGINE CO.
0AFF,JUMP ZONE NETWORK PRODUCTS INC.
0B00,INGENICO
0B05,ASUSTEK COMPUTER INC.
0B05_0001,MEMO PAD HD 7 (CD-ROM MODE)
0B05_0301,MYPAL A696 GPS PDA
0B05_1101,MASS STORAGE (UISDMC4S)
0B05_1706,WL-167G V1 802.11G ADAPTER [RALINK RT2571]
0B05_1707,WL-167G V1 802.11G ADAPTER [RALINK RT2571]
0B05_1708,MASS STORAGE DEVICE
0B05_170B,MULTI CARD READER
0B05_170C,WL-159G 802.11BG [ZYDAS ZD1211B+AL2230]
0B05_170D,802.11B/G WIRELESS NETWORK ADAPTER
0B05_1712,BT-183 BLUETOOTH 2.0+EDR ADAPTER
0B05_1715,2045 BLUETOOTH 2.0 DEVICE WITH TRACE FILTER
0B05_1716,BLUETOOTH DEVICE
0B05_1717,WL169GE 802.11G ADAPTER [BROADCOM 4320 USB]
0B05_171B,A9T WIRELESS 802.11BG
0B05_171C,802.11B/G WIRELESS NETWORK ADAPTER
0B05_171F,MY CINEMA U3000 MINI [DIBCOM DIB7700P]
0B05_1723,WL-167G V2 802.11G ADAPTER [RALINK RT2571W]
0B05_1724,RT2573
0B05_1726,LAPTOP OLED DISPLAY
0B05_172A,802.11N NETWORK ADAPTER
0B05_172B,802.11N NETWORK ADAPTER
0B05_1731,802.11N NETWORK ADAPTER
0B05_1732,802.11N NETWORK ADAPTER
0B05_1734,AF-200
0B05_173C,BT-183 BLUETOOTH 2.0
0B05_173F,MY CINEMA U3100 MINI
0B05_1742,802.11N NETWORK ADAPTER
0B05_1743,XONAR U1 AUDIO STATION
0B05_1751,BT-253 BLUETOOTH ADAPTER
0B05_175B,LAPTOP OLED DISPLAY
0B05_1760,802.11N NETWORK ADAPTER
0B05_1761,USB-N11 802.11N NETWORK ADAPTER [RALINK RT2870]
0B05_1774,GOBI WIRELESS MODEM (QDL MODE)
0B05_1776,GOBI WIRELESS MODEM
0B05_1779,MY CINEMA U3100 MINI PLUS [AF9035A]
0B05_1784,USB-N13 802.11N NETWORK ADAPTER (REV. A1) [RALINK RT3072]
0B05_1786,USB-N10 802.11N NETWORK ADAPTER [REALTEK RTL8188SU]
0B05_1788,BT-270 BLUETOOTH ADAPTER
0B05_1791,WL-167G V3 802.11N ADAPTER [REALTEK RTL8188SU]
0B05_179C,BLUETOOTH ADAPTER
0B05_179D,USB-N53 802.11ABGN NETWORK ADAPTER [RALINK RT3572]
0B05_179E,EEE NOTE EA800 (NETWORK MODE)
0B05_179F,EEE NOTE EA800 (TABLET MODE)
0B05_17A0,XONAR U3 SOUND CARD
0B05_17A1,EEE NOTE EA800 (MASS STORAGE MODE)
0B05_17AB,USB-N13 802.11N NETWORK ADAPTER (REV. B1) [REALTEK RTL8192CU]
0B05_17B5,BROADCOM BCM20702A0 BLUETOOTH
0B05_17BA,N10 NANO 802.11N NETWORK ADAPTER [REALTEK RTL8192CU]
0B05_17C2,ROG SPITFIRE
0B05_17C7,WL-330NUL
0B05_17C9,USB-AC53 802.11A/B/G/N/AC WIRELESS ADAPTER [BROADCOM BCM43526]
0B05_17CB,BROADCOM BCM20702A0 BLUETOOTH
0B05_17D1,AC51 802.11A/B/G/N/AC WIRELESS ADAPTER [MEDIATEK MT7610U]
0B05_17D2,USB-AC56 802.11A/B/G/N/AC WIRELESS ADAPTER [REALTEK RTL8812AU]
0B05_17D3,USB-N10 V2 802.11B/G/N WIRELESS ADAPTER [MEDIATEK MT7601U]
0B05_17DB,USB-AC50 802.11A/B/G/N/AC (1X1) WIRELESS ADAPTER [MEDIATEK MT7610U]
0B05_17E8,USB-N14 802.11B/G/N (2X2) WIRELESS ADAPTER [RALINK RT5372]
0B05_17EB,USB-AC55 802.11A/B/G/N/AC WIRELESS ADAPTER [MEDIATEK MT7612U]
0B05_17F5,XONAR U5 SOUND CARD
0B05_180A,BROADCOM BCM20702 SINGLE-CHIP BLUETOOTH 4.0 + LE
0B05_1817,USB-AC68 802.11A/B/G/N/AC (4X4) WIRELESS ADAPTER [REALTEK RTL8814AU]
0B05_1825,QUALCOMM BLUETOOTH 4.1
0B05_18F0,REALTEK 8188EUS [USB-N10 NANO]
0B05_4C80,TRANSFORMER PAD TF300TG
0B05_4C90,TRANSFORMER PAD INFINITY TF700
0B05_4C91,TRANSFORMER PAD INFINITY TF700 (DEBUG MODE)
0B05_4CA0,TRANSFORMER PAD TF701T
0B05_4CA1,TRANSFORMER PAD TF701T (DEBUG MODE)
0B05_4D00,TRANSFORMER PRIME TF201
0B05_4D01,TRANSFORMER PRIME TF201 (DEBUG MODE)
0B05_4DAF,TRANSFORMER PAD INFINITY TF700 (FASTBOOT)
0B05_5410,MEMO PAD HD 7 (MTP MODE)
0B05_5412,MEMO PAD HD 7 (PTP MODE)
0B05_550F,FONEPAD 7
0B05_6101,CABLE MODEM
0B05_620A,REMOTE NDIS DEVICE
0B05_7772,ZENFONE GO (ZB500KL) (MTP MODE)
0B05_7773,ZENFONE GO (ZB500KL) (DEBUG MTP MODE)
0B05_7774,ZENFONE GO (ZB500KL) (RNDIS MODE)
0B05_7775,ZENFONE GO (ZB500KL) (DEBUG RNDIS MODE)
0B05_7776,ZENFONE GO (ZB500KL) (PTP MODE)
0B05_7777,ZENFONE GO (ZB500KL) (DEBUG PTP MODE)
0B05_B700,BROADCOM BLUETOOTH 2.1
0B0B,DATAMAX-O'NEIL
0B0B_106E,DATAMAX E-4304
0B0C,TODOS AB
0B0C_0009,TODOS ARGOS MINI II SMART CARD READER
0B0C_001E,E.DENTIFIER2 (ABN AMRO ELECTRONIC BANKING CARD READER NL)
0B0C_002E,C200 SMARTCARD CONTROLLER (NORDEA CARD READER)
0B0C_003F,TODOS C400 SMARTCARD CONTROLLER (HANDELSBANKEN CARD READER)
0B0C_0050,ARGOS MINI II SMART CARD READER (CCID)
0B0D,PROJECTLAB
0B0D_0000,CENTURYCD
0B0E,GN NETCOM
0B0E_0305,JABRA EVOLVE LINK MS
0B0E_0311,JABRA EVOLVE 65
0B0E_0312,ENC060:BUTTONS VOLUME UP/DOWN/MUTE + PHONE [JABRA]
0B0E_0343,JABRA UC VOICE 150A
0B0E_0348,JABRA UC VOICE 550A MS
0B0E_034C,JABRA UC VOICE 750 MS
0B0E_034D,JABRA UC VOICE 750
0B0E_0410,JABRA SPEAK 410
0B0E_0420,JABRA SPEAK 510
0B0E_0422,JABRA SPEAK 510 USB
0B0E_0933,JABRA FREEWAY
0B0E_094D,GN NETCOM / JABRA REVO WIRELESS
0B0E_1017,JABRA PRO 930
0B0E_1022,JABRA PRO 9450 TYPE 9400BS (DECT HEADSET)
0B0E_1041,JABRA PRO 9460
0B0E_1900,JABRA BIZ 1900
0B0E_2007,GN 2000 STEREO CORDED HEADSET
0B0E_2456,JABRA SPEAK 810
0B0E_245E,JABRA LINK 370
0B0E_620C,JABRA BT620S
0B0E_9330,JABRA GN9330 HEADSET
0B0E_A346,JABRA ENGAGE 75 STEREO
0B0E_A50A,ALIENWARE WIRELESS GAMING HEADSET AW988
0B0F,AVID TECHNOLOGY
0B0F_0400,DNXID
0B10,PCALLY
0B11,I TECH SOLUTIONS CO. LTD
0B1E,ELECTRONIC WARFARE ASSOC. INC. (EWA)
0B1E_8007,BLACKHAWK USB560-BP JTAG EMULATOR
0B1F,INSYDE SOFTWARE CORP.
0B20,TRANSDIMENSION INC.
0B21,YOKOGAWA ELECTRIC CORP.
0B22,JAPAN SYSTEM DEVELOPMENT CO. LTD
0B23,PAN-ASIA ELECTRONICS CO. LTD
0B24,LINK EVOLUTION CORP.
0B27,RITEK CORP.
0B28,KENWOOD CORP.
0B2C,VILLAGE CENTER INC.
0B30,PNY TECHNOLOGIES INC.
0B30_0006,SM MEDIA-SHUTTLE CARD READER
0B33,CONTOUR DESIGN INC.
0B33_0020,SHUTTLEXPRESS
0B33_0030,SHUTTLEPRO V2
0B33_0401,ROLLERMOUSE FREE 2
0B33_0700,ROLLERMOUSE PRO
0B33_08A0,PERFIT MOUSE
0B33_1000,ROLLERMOUSE RED
0B33_1010,VIDAMIC TECHNOMOUSE IQ
0B37,HITACHI ULSI SYSTEMS CO. LTD
0B38,GEAR HEAD
0B38_0003,KEYBOARD
0B38_0010,107-KEY KEYBOARD
0B39,OMNIDIRECTIONAL CONTROL TECHNOLOGY INC.
0B39_0001,COMPOSITE USB PS2 CONVERTER
0B39_0109,USB TO ETHERNET
0B39_0421,SERIAL
0B39_0801,USB-PARALLEL BRIDGE
0B39_0901,OCT TO FAST ETHERNET CONVERTER
0B39_0C03,LAN DOCK SERIAL CONVERTER
0B3A,IPAXESS
0B3B,TEKRAM TECHNOLOGY CO. LTD
0B3B_0163,TL-WN320G 1.0 WLAN ADAPTER
0B3B_1601,ALLNET 0193 802.11B ADAPTER
0B3B_1602,ZYXEL ZYAIR B200 802.11B ADAPTER
0B3B_1612,AIR.MATE 2@NET 802.11B ADAPTER
0B3B_1613,802.11B WIRELESS LAN ADAPTER
0B3B_1620,ALLNET WIRELESS NETWORK ADAPTER [ENVARA WIND512]
0B3B_1630,QUICKWLAN 802.11BG
0B3B_5630,802.11BG
0B3B_6630,ZD1211
0B3C,OLIVETTI TECHCENTER
0B3C_A010,SIMPLE_WAY PRINTER/SCANNER/COPIER
0B3C_A010,SIMPLE_C000  OLICARD 100
0B3C_A010,SIMPLE_C700  OLICARD 100 (MASS STORAGE MODE)
0B3E,KIKUSUI ELECTRONICS CORP.
0B41,HAL CORP.
0B41_0011,CROSSAM2+USB IR COMMANDER
0B43,PLAY.COM INC.
0B43_0003,PS2 CONTROLLER CONVERTER
0B43_0005,GAMECUBE ADAPTOR
0B47,SPORTBUG.COM INC.
0B48,TECHNOTREND AG
0B48_1003,TECHNOTREND/HAUPPAUGE USB-NOVA
0B48_1004,TT-PCLINE
0B48_1005,TECHNOTREND/HAUPPAUGE USB-NOVA
0B48_1006,TECHNOTREND/HAUPPAUGE DEC3000-S
0B48_1007,TT-MICRO PLUS DEVICE
0B48_1008,TECHNOTREND/HAUPPAUGE DEC2000-T
0B48_1009,TECHNOTREND/HAUPPAUGE DEC2540-T
0B48_3001,DVB-S RECEIVER
0B48_3002,DVB-C RECEIVER
0B48_3003,DVB-T RECEIVER
0B48_3004,TT TV-STICK
0B48_3005,TT TV-STICK (8KB EEPROM)
0B48_3006,TT-CONNECT S-2400 DVB-S RECEIVER
0B48_3007,TT-CONNECT S2-3600
0B48_3008,TT-CONNECT
0B48_3009,TT-CONNECT S-2400 DVB-S RECEIVER (8KB EEPROM)
0B48_300A,TT-CONNECT S2-3650 CI
0B48_300B,TT-CONNECT C-3650 CI
0B48_300C,TT-CONNECT T-3650 CI
0B48_300D,TT-CONNECT CT-3650 CI
0B48_300E,TT-CONNECT C-2400
0B48_3011,TT-CONNECT S2-4600
0B48_3012,TT-CONNECT CT2-4650 CI
0B48_3014,TT-TVSTICK CT2-4400
0B48_3015,TT-CONNECT CT2-4650 CI
0B48_3017,TT-CONNECT S2-4650 CI
0B49,ASCII CORP.
0B49_064F,TRANCE VIBRATOR
0B4B,PINE CORP. LTD.
0B4B_0100,D'MUSIC MP3 PLAYER
0B4D,GRAPHTEC AMERICA INC.
0B4D_110A,GRAPHTEC CC200-20
0B4D_1123,ELECTRONIC CUTTING TOOL [SILHOUETTE PORTRAIT]
0B4E,MUSICAL ELECTRONICS LTD
0B4E_6500,MP3 PLAYER
0B4E_8028,MP3 PLAYER
0B4E_8920,MP3 PLAYER
0B50,DUMPRIES CO. LTD
0B51,COMFORT KEYBOARD CO.
0B51_0020,COMFORT KEYBOARD
0B52,COLORADO MICRODISPLAY INC.
0B54,SINBON ELECTRONICS CO. LTD
0B56,TYI SYSTEMS LTD
0B57,BEIJING HANWANGTECHNOLOGY CO. LTD
0B59,LAKE COMMUNICATIONS LTD
0B5A,COREL CORP.
0B5F,GREEN ELECTRONICS CO. LTD
0B60,NSINE LTD
0B61,NEC VIEWTECHNOLOGY LTD
0B62,ORANGE MICRO INC.
0B62_000B,BLUETOOTH DEVICE
0B62_0059,IBOT2 WEBCAM
0B63,ADLINK TECHNOLOGY INC.
0B64,WONDERFUL WIRE CABLE CO. LTD
0B65,EXPERT MAGNETICS CORP.
0B66,CYBIKO INC.
0B66_0041,XTREME
0B67,FAIRBANKS SCALES
0B67_555E,SCB-R9000
0B69,CACHEVISION
0B6A,MAXIM INTEGRATED PRODUCTS
0B6A_A132,WUP-005 [NINTENDO WII U PRO CONTROLLER]
0B6F,NAGANO JAPAN RADIO CO. LTD
0B70,PORTALPLAYER INC.
0B70_00BA,IRIVER H10 20GB
0B71,SHIN-EI SANGYO CO. LTD
0B72,EMBEDDED WIRELESS TECHNOLOGY CO. LTD
0B73,COMPUTONE CORP.
0B75,ROLAND DG CORP.
0B79,SUNRISE TELECOM INC.
0B7A,ZEEVO INC.
0B7A_07D0,BLUETOOTH DONGLE
0B7B,TAIKO DENKI CO. LTD
0B7C,ITRAN COMMUNICATIONS LTD
0B7D,ASTRODESIGN INC.
0B81,ID3 TECHNOLOGIES
0B81_0001,BIOTHENTIC II SMARTCARD READER WITH FINGERPRINT SENSOR
0B81_0002,DFU-ENABLED DEVICES (DFU)
0B81_0012,BIOPAD BIOMETRIC MODULE (DFU + CDC)
0B81_0102,CERTIS V1 FINGERPRINT READER
0B81_0103,CERTIS V2 FINGERPRINT READER
0B81_0200,CL1356T / CL1356T5 / CL1356A SMARTCARD READERS (CCID)
0B81_0201,CL1356T / CL1356T5 / CL1356A SMARTCARD READERS (DFU + CCID)
0B81_0220,CL1356A FFPJP SMARTCARD READER (CCID + HID)
0B81_0221,CL1356A SMARTCARD READER (DFU + CCID + HID)
0B84,REXTRON TECHNOLOGY INC.
0B85,ELKAT ELECTRONICS SDN. BHD.
0B86,EXPUTER SYSTEMS INC.
0B86_5100,XMC5100 ZIPPY DRIVE
0B86_5110,XMC5110 FLASH DRIVE
0B86_5200,XMC5200 ZIPPY DRIVE
0B86_5201,XMC5200 ZIPPY DRIVE
0B86_5202,XMC5200 ZIPPY DRIVE
0B86_5280,XMC5280 STORAGE DRIVE
0B86_FFF0,ISP5200 DEBUGGER
0B87,PLUS-ONE I & T INC.
0B88,SIGMA KOKI CO. LTD TECHNOLOGY CENTER
0B89,ADVANCED DIGITAL BROADCAST LTD
0B8C,SMART TECHNOLOGIES INC.
0B8C_0001,INTERACTIVE WHITEBOARD CONTROLLER (SB6) (HID)
0B8C_00C3,SYMPODIUM ID350
0B95,ASIX ELECTRONICS CORP.
0B95_1720,10/100 ETHERNET
0B95_1780,AX88178
0B95_1790,AX88179 GIGABIT ETHERNET
0B95_6802,AX68002 KVM SWITCH SOC
0B95_7720,AX88772
0B95_772A,AX88772A FAST ETHERNET
0B95_772B,AX88772B
0B95_7E2B,AX88772B FAST ETHERNET CONTROLLER
0B96,SEWON TELECOM
0B97,O2 MICRO INC.
0B97_7732,SMART CARD READER
0B97_7761,OZ776 1.1 HUB
0B97_7762,OZ776 SMARTCARD READER
0B97_7772,OZ776 CCID SMARTCARD READER
0B98,PLAYMATES TOYS INC.
0B99,AUDIO INTERNATIONAL INC.
0B9B,DIPL.-ING. STEFAN KUNDE
0B9B_4012,REFLEX RC-CONTROLLER INTERFACE
0B9D,SOFTPROTEC CO.
0B9F,CHIPPO TECHNOLOGIES
0BAF,U.S. ROBOTICS
0BAF_00E5,USR6000
0BAF_00EB,USR1120 802.11B ADAPTER
0BAF_00EC,56K FAXMODEM
0BAF_00F1,SURECONNECT ADSL ATM ADAPTER
0BAF_00F2,SURECONNECT ADSL LOADER
0BAF_00F5,SURECONNECT ADSL ATM ADAPTER
0BAF_00F6,SURECONNECT ADSL LOADER
0BAF_00F7,SURECONNECT ADSL ATM ADAPTER
0BAF_00F8,SURECONNECT ADSL LOADER
0BAF_00F9,SURECONNECT ADSL ATM ADAPTER
0BAF_00FA,SURECONNECT ADSL LOADER
0BAF_00FB,SURECONNECT ADSL ETHERNET/USB ROUTER
0BAF_0111,USR5420 802.11G ADAPTER [BROADCOM 4320 USB]
0BAF_0118,U5 802.11G ADAPTER
0BAF_011B,WIRELESS MAXG ADAPTER [BROADCOM 4320]
0BAF_0121,USR5423 802.11BG WIRELESS ADAPTER [ZYDAS ZD1211B]
0BAF_0303,USR5637 56K FAXMODEM
0BAF_6112,FAXMODEM MODEL 5633
0BB0,CONCORD CAMERA CORP.
0BB0_0100,SOUND VISION STREAM
0BB0_5007,3340Z/ROLLEI DC3100
0BB1,INFINILINK CORP.
0BB2,AMBIT MICROSYSTEMS CORP.
0BB2_0302,U10H010 802.11B WIRELESS ADAPTER [INTERSIL PRISM 3]
0BB2_6098,USB CABLE MODEM
0BB3,OFUJI TECHNOLOGY
0BB4,HTC (HIGH TECH COMPUTER CORP.)
0BB4_0001,ANDROID PHONE VIA MASS STORAGE [WIKO CINK PEAX 2]
0BB4_00CE,MMO2 XDA GSM/GPRS POCKET PC
0BB4_00CF,SPV C500 SMART PHONE
0BB4_0306,VIVE HUB BLUETOOTH 4.1 (BROADCOM BCM920703)
0BB4_0A01,POCKETPC SYNC
0BB4_0A02,HIMALAYA GSM/GPRS POCKET PC
0BB4_0A03,POCKETPC SYNC
0BB4_0A04,POCKETPC SYNC
0BB4_0A05,POCKETPC SYNC
0BB4_0A06,POCKETPC SYNC
0BB4_0A07,MAGICIAN POCKETPC SMARTPHONE / O2 XDA
0BB4_0A08,POCKETPC SYNC
0BB4_0A09,POCKETPC SYNC
0BB4_0A0A,POCKETPC SYNC
0BB4_0A0B,POCKETPC SYNC
0BB4_0A0C,POCKETPC SYNC
0BB4_0A0D,POCKETPC SYNC
0BB4_0A0E,POCKETPC SYNC
0BB4_0A0F,POCKETPC SYNC
0BB4_0A10,POCKETPC SYNC
0BB4_0A11,POCKETPC SYNC
0BB4_0A12,POCKETPC SYNC
0BB4_0A13,POCKETPC SYNC
0BB4_0A14,POCKETPC SYNC
0BB4_0A15,POCKETPC SYNC
0BB4_0A16,POCKETPC SYNC
0BB4_0A17,POCKETPC SYNC
0BB4_0A18,POCKETPC SYNC
0BB4_0A19,POCKETPC SYNC
0BB4_0A1A,POCKETPC SYNC
0BB4_0A1B,POCKETPC SYNC
0BB4_0A1C,POCKETPC SYNC
0BB4_0A1D,POCKETPC SYNC
0BB4_0A1E,POCKETPC SYNC
0BB4_0A1F,POCKETPC SYNC
0BB4_0A20,POCKETPC SYNC
0BB4_0A21,POCKETPC SYNC
0BB4_0A22,POCKETPC SYNC
0BB4_0A23,POCKETPC SYNC
0BB4_0A24,POCKETPC SYNC
0BB4_0A25,POCKETPC SYNC
0BB4_0A26,POCKETPC SYNC
0BB4_0A27,POCKETPC SYNC
0BB4_0A28,POCKETPC SYNC
0BB4_0A29,POCKETPC SYNC
0BB4_0A2A,POCKETPC SYNC
0BB4_0A2B,POCKETPC SYNC
0BB4_0A2C,POCKETPC SYNC
0BB4_0A2D,POCKETPC SYNC
0BB4_0A2E,POCKETPC SYNC
0BB4_0A2F,POCKETPC SYNC
0BB4_0A30,POCKETPC SYNC
0BB4_0A31,POCKETPC SYNC
0BB4_0A32,POCKETPC SYNC
0BB4_0A33,POCKETPC SYNC
0BB4_0A34,POCKETPC SYNC
0BB4_0A35,POCKETPC SYNC
0BB4_0A36,POCKETPC SYNC
0BB4_0A37,POCKETPC SYNC
0BB4_0A38,POCKETPC SYNC
0BB4_0A39,POCKETPC SYNC
0BB4_0A3A,POCKETPC SYNC
0BB4_0A3B,POCKETPC SYNC
0BB4_0A3C,POCKETPC SYNC
0BB4_0A3D,POCKETPC SYNC
0BB4_0A3E,POCKETPC SYNC
0BB4_0A3F,POCKETPC SYNC
0BB4_0A40,POCKETPC SYNC
0BB4_0A41,POCKETPC SYNC
0BB4_0A42,POCKETPC SYNC
0BB4_0A43,POCKETPC SYNC
0BB4_0A44,POCKETPC SYNC
0BB4_0A45,POCKETPC SYNC
0BB4_0A46,POCKETPC SYNC
0BB4_0A47,POCKETPC SYNC
0BB4_0A48,POCKETPC SYNC
0BB4_0A49,POCKETPC SYNC
0BB4_0A4A,POCKETPC SYNC
0BB4_0A4B,POCKETPC SYNC
0BB4_0A4C,POCKETPC SYNC
0BB4_0A4D,POCKETPC SYNC
0BB4_0A4E,POCKETPC SYNC
0BB4_0A4F,POCKETPC SYNC
0BB4_0A50,SMARTPHONE (MTP)
0BB4_0A51,SPV C400 / T-MOBILE SDA GSM/GPRS POCKET PC
0BB4_0A52,SMARTPHONE SYNC
0BB4_0A53,SMARTPHONE SYNC
0BB4_0A54,SMARTPHONE SYNC
0BB4_0A55,SMARTPHONE SYNC
0BB4_0A56,SMARTPHONE SYNC
0BB4_0A57,SMARTPHONE SYNC
0BB4_0A58,SMARTPHONE SYNC
0BB4_0A59,SMARTPHONE SYNC
0BB4_0A5A,SMARTPHONE SYNC
0BB4_0A5B,SMARTPHONE SYNC
0BB4_0A5C,SMARTPHONE SYNC
0BB4_0A5D,SMARTPHONE SYNC
0BB4_0A5E,SMARTPHONE SYNC
0BB4_0A5F,SMARTPHONE SYNC
0BB4_0A60,SMARTPHONE SYNC
0BB4_0A61,SMARTPHONE SYNC
0BB4_0A62,SMARTPHONE SYNC
0BB4_0A63,SMARTPHONE SYNC
0BB4_0A64,SMARTPHONE SYNC
0BB4_0A65,SMARTPHONE SYNC
0BB4_0A66,SMARTPHONE SYNC
0BB4_0A67,SMARTPHONE SYNC
0BB4_0A68,SMARTPHONE SYNC
0BB4_0A69,SMARTPHONE SYNC
0BB4_0A6A,SMARTPHONE SYNC
0BB4_0A6B,SMARTPHONE SYNC
0BB4_0A6C,SMARTPHONE SYNC
0BB4_0A6D,SMARTPHONE SYNC
0BB4_0A6E,SMARTPHONE SYNC
