VID,Company
04B8_0133,GT-1500 [GT-D1000]
04B8_0135,GT-X970
04B8_0136,ES-D400 [GT-S80]
04B8_0137,ES-D200 [GT-S50]
04B8_0138,ES-H7200 [GT-20000]
04B8_013A,GT-X820 [PERFECTION V600 PHOTO]
04B8_0142,GT-F730 [GT-S630/PERFECTION V33/V330 PHOTO]
04B8_0143,GT-S55
04B8_0144,GT-S85
04B8_0151,PERFECTION V800 PHOTO
04B8_0202,INTERFACE CARD UB-U05 FOR THERMAL RECEIPT PRINTERS [M129C/TM-T70/TM-T88IV]
04B8_0401,CP 800 DIGITAL CAMERA
04B8_0402,PHOTOPC 850Z
04B8_0403,PHOTOPC 3000Z
04B8_0509,JVC PIX-MC10
04B8_0601,STYLUS PHOTO 875DC CARD READER
04B8_0602,STYLUS PHOTO 895 CARD READER
04B8_0801,CC-600PX [STYLUS CX5200/CX5400/CX6600]
04B8_0802,CC-570L [STYLUS CX3100/CX3200]
04B8_0803,PRINTER (COMPOSITE DEVICE)
04B8_0804,STORAGE DEVICE
04B8_0805,STYLUS CX6300/CX6400
04B8_0806,PM-A850 [STYLUS PHOTO RX600/610]
04B8_0807,STYLUS PHOTO RX500/510
04B8_0808,STYLUS CX5200/CX5300/CX5400
04B8_0809,STORAGE DEVICE
04B8_080A,F-3200
04B8_080C,ME100 [STYLUS CX1500]
04B8_080D,STYLUS CX4500/4600
04B8_080E,PX-A550 [CX-3500/3600/3650 MFP]
04B8_080F,STYLUS PHOTO RX420/RX425/RX430
04B8_0810,PM-A900 [STYLUS PHOTO RX700]
04B8_0811,PM-A870 [STYLUS PHOTO RX620/RX630]
04B8_0812,MFP COMPOSITE DEVICE
04B8_0813,STYLUS CX6500/6600
04B8_0814,PM-A700
04B8_0815,LP-A500 [ACULASER CX1]
04B8_0816,PRINTER (COMPOSITE DEVICE)
04B8_0817,LP-M5500/LP-M5500F
04B8_0818,STYLUS CX3700/CX3800/DX3800
04B8_0819,PX-A650 [STYLUS CX4700/CX4800/DX4800/DX4850]
04B8_081A,PM-A750 [STYLUS PHOTO RX520/RX530]
04B8_081B,MFP COMPOSITE DEVICE
04B8_081C,PM-A890 [STYLUS PHOTO RX640/RX650]
04B8_081D,PM-A950
04B8_081E,MFP COMPOSITE DEVICE
04B8_081F,STYLUS CX7700/7800
04B8_0820,STYLUS CX4100/CX4200/DX4200
04B8_0821,STYLUS CX5700F/CX5800F
04B8_0822,STORAGE DEVICE
04B8_0823,MFP COMPOSITE DEVICE
04B8_0824,STORAGE DEVICE
04B8_0825,MFP COMPOSITE DEVICE
04B8_0826,STORAGE DEVICE
04B8_0827,PM-A820 [STYLUS PHOTO RX560/RX580/RX585/RX590]
04B8_0828,PM-A970
04B8_0829,PM-T990
04B8_082A,PM-A920
04B8_082B,STYLUS CX5900/CX5000/DX5000/DX5050
04B8_082C,STORAGE DEVICE
04B8_082D,STORAGE DEVICE
04B8_082E,PX-A720 [STYLUS CX5900/CX6000/DX6000]
04B8_082F,PX-A620 [STYLUS CX3900/DX4000/DX4050]
04B8_0830,ME 200 [STYLUS CX2800/CX2900]
04B8_0831,STYLUS CX6900F/CX7000F/DX7000F
04B8_0832,MFP COMPOSITE DEVICE
04B8_0833,LP-M5600
04B8_0834,LP-M6000
04B8_0835,ACULASER CX21
04B8_0836,PM-T960
04B8_0837,PM-A940 [STYLUS PHOTO RX680/RX685/RX690]
04B8_0838,PX-A640 [CX7300/CX7400/DX7400]
04B8_0839,PX-A740 [CX8300/CX8400/DX8400]
04B8_083A,PX-FA700 [CX9300F/CX9400FAX/DX9400F]
04B8_083B,MFP COMPOSITE DEVICE
04B8_083C,PM-A840S [STYLUS PHOTO RX595/RX610]
04B8_083D,MFP COMPOSITE DEVICE
04B8_083E,MFP COMPOSITE DEVICE
04B8_083F,STYLUS CX4300/CX4400/CX5500/CX5600/DX4400/DX4450
04B8_0841,PX-401A [ME 300/STYLUS NX100]
04B8_0843,LP-M5000
04B8_0844,EP-901A/EP-901F [ARTISAN 800/STYLUS PHOTO PX800FW]
04B8_0846,EP-801A [ARTISAN 700/STYLUS PHOTO PX700W/TX700W]
04B8_0847,PX-601F [ME OFFICE 700FW/STYLUS OFFICE BX600FW/TX600FW]
04B8_0848,ME OFFICE 600F/STYLUS OFFICE BX300F/TX300F
04B8_0849,STYLUS SX205
04B8_084A,PX-501A [STYLUS NX400]
04B8_084D,PX-402A [STYLUS SX115/STYLUS NX110 SERIES]
04B8_084F,MULTIFUNCTIONAL PRINTER SCANNER [ME OFFICE 510 / EPSON STYLUS SX215]
04B8_0850,EP-702A [STYLUS PHOTO PX650/TX650 SERIES]
04B8_0851,STYLUS SX410
04B8_0852,EP-802A [ARTISAN 710 SERIES/STYLUS PHOTO PX710W/TX720W SERIES]
04B8_0853,EP-902A [ARTISAN 810 SERIES/STYLUS PHOTO PX810FW SERIES]
04B8_0854,ME OFFICE 650FN SERIES/STYLUS OFFICE BX310FN/TX520FN SERIES
04B8_0855,PX-602F [STYLUS OFFICE BX610FW/TX620FW SERIES]
04B8_0856,PX-502A [STYLUS SX515W]
04B8_085C,ME 320/330 SERIES [STYLUS SX125]
04B8_085D,PX-603F [ME OFFICE 960FWD SERIES/STYLUS OFFICE BX625FWD/TX620FWD SERIES]
04B8_085E,PX-503A [ME OFFICE 900WD SERIES/STYLUS OFFICE BX525WD]
04B8_085F,STYLUS OFFICE BX320FW/TX525FW SERIES
04B8_0860,EP-903A/EP-903F [ARTISAN 835/STYLUS PHOTO PX820FWD SERIES]
04B8_0861,EP-803A/EP-803AW [ARTISAN 725/STYLUS PHOTO PX720WD/TX720WD SERIES]
04B8_0862,EP-703A [STYLUS PHOTO PX660 SERIES]
04B8_0863,ME OFFICE 620F SERIES/STYLUS OFFICE BX305F/BX305FW/TX320F
04B8_0864,ME OFFICE 560W SERIES
04B8_0865,ME OFFICE 520 SERIES
04B8_0866,ACULASER MX20DN/MX20DNF/MX21DNF
04B8_0869,PX-1600F
04B8_086A,PX-673F [STYLUS OFFICE BX925FWD]
04B8_0870,STYLUS OFFICE BX305FW PLUS
04B8_0871,K200 SERIES
04B8_0872,K300 SERIES
04B8_0873,L200 SERIES
04B8_0878,EP-704A
04B8_0879,EP-904A/EP-904F [ARTISAN 837/STYLUS PHOTO PX830FWD SERIES]
04B8_087B,EP-804A/EP-804AR/EP-804AW [STYLUS PHOTO PX730WD/ARTISAN 730 SERIES]
04B8_087C,PX-1700F
04B8_087D,PX-B750F/WP-4525 SERIES
04B8_087F,PX-403A
04B8_0880,PX-434A [STYLUS NX330 SERIES]
04B8_0881,PX-404A [ME OFFICE 535]
04B8_0883,ME 340 SERIES/STYLUS NX130 SERIES
04B8_0884,STYLUS NX430W SERIES
04B8_0885,STYLUS NX230/SX235W SERIES
04B8_088F,STYLUS OFFICE BX635FWD
04B8_0890,ME OFFICE 940FW SERIES/STYLUS OFFICE BX630FW SERIES
04B8_0891,STYLUS OFFICE BX535WD
04B8_0892,STYLUS OFFICE BX935FWD
04B8_0893,EP-774A
04B8_0E03,THERMAL RECEIPT PRINTER [TM-T20]
04B8_1114,XP-440 [EXPRESSION HOME SMALL-IN-ONE PRINTER]
04B8_1115,ES-0133 [EXPRESSION HOME XP-342]
04B8_1129,ET-4750 [WORKFORCE ET-4750 ECOTANK ALL-IN-ONE]
04B8_1168,WORKFORCE WF-7820/7840 SERIES
04B9,RAINBOW TECHNOLOGIES INC.
04B9_0300,SAFENET USB SUPERPRO/ULTRAPRO
04B9_1000,IKEY 1000 TOKEN
04B9_1001,IKEY 1200 TOKEN
04B9_1002,IKEY TOKEN
04B9_1003,IKEY TOKEN
04B9_1004,IKEY TOKEN
04B9_1005,IKEY TOKEN
04B9_1006,IKEY TOKEN
04B9_1200,IKEY 2000 TOKEN
04B9_1201,IKEY TOKEN
04B9_1202,IKEY 2032 TOKEN
04B9_1203,IKEY TOKEN
04B9_1204,IKEY TOKEN
04B9_1205,IKEY TOKEN
04B9_1206,IKEY 4000 TOKEN
04B9_1300,IKEY 3000 TOKEN
04B9_1301,IKEY 3000
04B9_1302,IKEY TOKEN
04B9_1303,IKEY TOKEN
04B9_1304,IKEY TOKEN
04B9_1305,IKEY TOKEN
04B9_1306,IKEY TOKEN
04B9_8000,SAFENET SENTINEL HARDWARE KEY
04BA,TOUCAN SYSTEMS LTD
04BB,I-O DATA DEVICE INC.
04BB_0101,USB2-IDE/ATAPI BRIDGE ADAPTER
04BB_014A,HDCL-UT
04BB_0201,USB2-IDE/ATAPI BRIDGE ADAPTER
04BB_0204,DVD MULTI-PLUS UNIT IU-CD2
04BB_0206,DVD MULTI-PLUS UNIT DVR-UEH8
04BB_0301,STORAGE DEVICE
04BB_0314,USB-SSMRW SD-CARD
04BB_0319,USB2-IDE/ATAPI BRIDGE ADAPTER
04BB_031A,USB2-IDE/ATAPI BRIDGE ADAPTER
04BB_031B,USB2-IDE/ATAPI BRIDGE ADAPTER
04BB_031E,USB-SDRW SD-CARD
04BB_0502,NOGATECH LIVE! (BT)
04BB_0528,GV-USB VIDEO CAPTURE
04BB_0901,USB ETT
04BB_0904,ET/TX ETHERNET [PEGASUS]
04BB_0913,ET/TX-S ETHERNET [PEGASUS2]
04BB_0919,USB WN-B11
04BB_0922,IODATA AIRPORT WN-B11/USBS 802.11B
04BB_0930,ETG-US2
04BB_0937,WN-WAG/USL WIRELESS LAN ADAPTER
04BB_0938,WN-G54/USL WIRELESS LAN ADAPTER
04BB_093B,WN-GDN/USB
04BB_093F,WNGDNUS2 802.11N
04BB_0944,WHG-AGDN/US WIRELESS LAN ADAPTER
04BB_0945,WN-GDN/US3 WIRELESS LAN ADAPTER
04BB_0947,WN-G150U WIRELESS LAN ADAPTER
04BB_0948,WN-G300U WIRELESS LAN ADAPTER
04BB_0A03,SERIAL USB-RSAQ1
04BB_0A07,USB2-ICN ADAPTER
04BB_0A08,USB2-ICN ADAPTER
04BB_0C01,FM-10 PRO DISK
04BD,TOSHIBA ELECTRONICS TAIWAN CORP.
04BE,TELIA RESEARCH AB
04BF,TDK CORP.
04BF_0100,MEDIAREADER CF
04BF_0115,USB-PDC ADAPTER UPA9664
04BF_0116,USB-CDMAONE ADAPTER UCA1464
04BF_0117,USB-PHS ADAPTER UHA6400
04BF_0118,USB-PHS ADAPTER UPA6400
04BF_0135,MEDIAREADER DUAL
04BF_0202,73S1121F SMART CARD READER-
04BF_0309,BLUETOOTH USB DONGLE
04BF_030A,IBM BLUETOOTH ULTRAPORT MODULE
04BF_030B,BLUETOOTH DEVICE
04BF_030C,ULTRAPORT BLUETOOTH DEVICE
04BF_0310,INTEGRATED BLUETOOTH
04BF_0311,INTEGRATED BLUETOOTH DEVICE
04BF_0317,BLUETOOTH ULTRAPORT MODULE FROM IBM
04BF_0318,IBM INTEGRATED BLUETOOTH
04BF_0319,BLUETOOTH ADAPTER
04BF_0320,BLUETOOTH ADAPTER
04BF_0321,BLUETOOTH DEVICE
04BF_0A28,INDI AV-IN DEVICE
04BF_1301,NETWORK CONTROLLER
04BF_1302,I3 GATEWAY
04BF_1303,I3 MICRO MODULE
04BF_1304,I3 MODULE
04BF_1305,I3 MULTI SENSING MODULE
04C1,U.S. ROBOTICS (3COM)
04C1_0020,56K VOICE PRO
04C1_0022,56K VOICE PRO
04C1_007E,ISDN TA
04C1_0082,OFFICECONNECT ANALOG MODEM
04C1_008F,PRO ISDN TA
04C1_0097,OFFICECONNECT ANALOG
04C1_009D,HOMECONNECT WEBCAM [VICAM]
04C1_00A9,ISDN PRO TA-U
04C1_00B9,HOMECONNECT IDSL MODEM
04C1_3021,56K VOICE FAXMODEM PRO
04C2,METHODE ELECTRONICS FAR EAST PTE LTD
04C3,MAXI SWITCH INC.
04C3_1102,MOUSE
04C3_2102,MOUSE
04C4,LOCKHEED MARTIN ENERGY RESEARCH
04C5,FUJITSU LTD
04C5_1029,FI-4010C SCANNER
04C5_1033,FI-4110CU
04C5_1041,FI-4120C SCANNER
04C5_1042,FI-4220C SCANNER
04C5_105B,AH-F401U AIR H DEVICE
04C5_1084,PALMSECURE SENSOR V2
04C5_1096,FI-5110EOX
04C5_1097,FI-5110C
04C5_10AE,FI-4120C2
04C5_10AF,FI-4220C2
04C5_10C7,FI-60F SCANNER
04C5_10E0,FI-5120C SCANNER
04C5_10E1,FI-5220C
04C5_10E7,FI-5900C
04C5_10FE,S500
04C5_1104,KD02906 LINE THERMAL PRINTER
04C5_114F,FI-6130
04C5_1150,FI-6230
04C5_11F3,FI-6130Z
04C5_125A,PALMSECURE SENSOR DEVICE - MP
04C5_132E,FI-7160
04C5_159F,SCANSNAP IX1500
04C5_200F,SIGMA DP2 (MASS STORAGE)
04C5_2010,SIGMA DP2 (PICTBRIDGE)
04C5_201D,SATA 3.0 6GBIT/S ADAPTOR [GROOVY]
04C6,TOSHIBA AMERICA ELECTRONIC COMPONENTS
04C7,MICRO MACRO TECHNOLOGIES
04C8,KONICA CORP.
04C8_0720,DIGITAL COLOR CAMERA
04C8_0721,E-MINID CAMERA
04C8_0722,E-MINI
04C8_0723,KD-200Z CAMERA
04C8_0726,KD-310Z CAMERA
04C8_0728,REVIO C2 MASS STORAGE DEVICE
04C8_0729,REVIO C2 DIGITAL CAMERA
04C8_072C,REVIO KD20M
04C8_072D,REVIO KD410Z
04CA,LITE-ON TECHNOLOGY CORP.
04CA_0020,USB KEYBOARD
04CA_003A,MULTIMEDIA KEYBOARD
04CA_004B,KEYBOARD
04CA_004F,SK-9020 KEYBOARD
04CA_008A,ACER WIRED MOUSE MODEL SM-9023
04CA_00F9,MULTIMEDIA KEYBOARD
04CA_1766,HID MONITOR CONTROLS
04CA_2004,BLUETOOTH 4.0 [BROADCOM BCM20702A0]
04CA_2006,BROADCOM BCM43142A0 BLUETOOTH DEVICE
04CA_2007,BROADCOM BCM43142A0 BLUETOOTH DEVICE
04CA_3005,ATHEROS BLUETOOTH
04CA_300B,ATHEROS AR3012 BLUETOOTH
04CA_300D,ATHEROS AR3012 BLUETOOTH
04CA_300F,ATHEROS AR3012 BLUETOOTH
04CA_3014,QUALCOMM ATHEROS BLUETOOTH
04CA_3015,QUALCOMM ATHEROS QCA9377 BLUETOOTH
04CA_7022,HP HD WEBCAM
04CA_7025,HP HD WEBCAM
04CA_7046,TOSHIBA WEB CAMERA - HD
04CA_7054,HP HD WEBCAM
04CA_705A,HD WEBCAM (960Ã—540)
04CA_9304,HUB
04CA_F01C,TT1280DA DVB-T TV TUNER
04CB,FUJI PHOTO FILM CO. LTD
04CB_0100,FINEPIX 30I/40I/50I A101/201 1300/2200 1400/2400/2600/2800/4500/4700/4800/4900/6800/6900 ZOOM
04CB_0103,FINEPIX NX-500/NX-700 PRINTER
04CB_0104,FINEPIX A101 2600/2800/4800/6800 ZOOM (PC CAM)
04CB_0108,FINEPIX F601 ZOOM (DSC)
04CB_0109,FINEPIX F601 ZOOM (PC CAM)
04CB_010A,FINEPIX S602 (PRO) ZOOM (DSC)
04CB_010B,FINEPIX S602 (PRO) ZOOM (PC CAM)
04CB_010D,FINEPIX S2 PRO
04CB_010E,FINEPIX F402 ZOOM (DSC)
04CB_010F,FINEPIX F402 ZOOM (PC CAM)
04CB_0110,FINEPIX M603 ZOOM (DSC)
04CB_0111,FINEPIX M603 ZOOM (PC CAM)
04CB_0112,FINEPIX A202 A200 ZOOM (DSC)
04CB_0113,FINEPIX A202 A200 ZOOM (PC CAM)
04CB_0114,FINEPIX F401 ZOOM (DSC)
04CB_0115,FINEPIX F401 ZOOM (PC CAM)
04CB_0116,FINEPIX A203 ZOOM (DSC)
04CB_0117,FINEPIX A203 ZOOM (PC CAM)
04CB_0118,FINEPIX A303 ZOOM (DSC)
04CB_0119,FINEPIX A303 ZOOM (PC CAM)
04CB_011A,FINEPIX S304/3800 ZOOM (DSC)
04CB_011B,FINEPIX S304/3800 ZOOM (PC CAM)
04CB_011C,FINEPIX A204/2650 ZOOM (DSC)
04CB_011D,FINEPIX A204/2650 ZOOM (PC CAM)
04CB_0120,FINEPIX F700 ZOOM (DSC)
04CB_0121,FINEPIX F700 ZOOM (PC CAM)
04CB_0122,FINEPIX F410 ZOOM (DSC)
04CB_0123,FINEPIX F410 ZOOM (PC CAM)
04CB_0124,FINEPIX A310 ZOOM (DSC)
04CB_0125,FINEPIX A310 ZOOM (PC CAM)
04CB_0126,FINEPIX A210 ZOOM (DSC)
04CB_0127,FINEPIX A210 ZOOM (PC CAM)
04CB_0128,FINEPIX A205(S) ZOOM (DSC)
04CB_0129,FINEPIX A205(S) ZOOM (PC CAM)
04CB_012A,FINEPIX F610 ZOOM (DSC)
04CB_012B,FINEPIX DIGITAL CAMERA 030513
04CB_012C,FINEPIX S7000 ZOOM (DSC)
04CB_012D,FINEPIX S7000 ZOOM (PC CAM)
04CB_012F,FINEPIX DIGITAL CAMERA 030731
04CB_0130,FINEPIX S5000 ZOOM (DSC)
04CB_0131,FINEPIX S5000 ZOOM (PC CAM)
04CB_013B,FINEPIX DIGITAL CAMERA 030722
04CB_013C,FINEPIX S3000 ZOOM (DSC)
04CB_013D,FINEPIX S3000 ZOOM (PC CAM)
04CB_013E,FINEPIX F420 ZOOM (DSC)
04CB_013F,FINEPIX F420 ZOOM (PC CAM)
04CB_0142,FINEPIX S7000 ZOOM (PTP)
04CB_0148,FINEPIX A330 ZOOM (DSC)
04CB_0149,FINEPIX A330 ZOOM (UVC)
04CB_014A,FINEPIX A330 ZOOM (PTP)
04CB_014B,FINEPIX A340 ZOOM (DSC)
04CB_014C,FINEPIX A340 ZOOM (UVC)
04CB_0159,FINEPIX F710 ZOOM (DSC)
04CB_0165,FINEPIX S3500 ZOOM (DSC)
04CB_0168,FINEPIX E500 ZOOM (DSC)
04CB_0169,FINEPIX E500 ZOOM (UVC)
04CB_016B,FINEPIX E510 ZOOM (DSC)
04CB_016C,FINEPIX E510 ZOOM (PC CAM)
04CB_016E,FINEPIX S5500 ZOOM (DSC)
04CB_016F,FINEPIX S5500 ZOOM (UVC)
04CB_0171,FINEPIX E550 ZOOM (DSC)
04CB_0172,FINEPIX E550 ZOOM (UVC)
04CB_0177,FINEPIX F10 (DSC)
04CB_0179,FINEPIX F10 (PTP)
04CB_0186,FINEPIX S5200/S5600 ZOOM (DSC)
04CB_0188,FINEPIX S5200/S5600 ZOOM (PTP)
04CB_018E,FINEPIX S9500 ZOOM (DSC)
04CB_018F,FINEPIX S9500 ZOOM (PTP)
04CB_0192,FINEPIX E900 ZOOM (DSC)
04CB_0193,FINEPIX E900 ZOOM (PTP)
04CB_019B,FINEPIX F30 (PTP)
04CB_01AF,FINEPIX A700 (PTP)
04CB_01BF,FINEPIX F6000FD/S6500FD ZOOM (PTP)
04CB_01C0,FINEPIX F20 (PTP)
04CB_01C1,FINEPIX F31FD (PTP)
04CB_01C3,FINEPIX S5 PRO
04CB_01C4,FINEPIX S5700 ZOOM (PTP)
04CB_01C5,FINEPIX F40FD (PTP)
04CB_01C6,FINEPIX A820 ZOOM (PTP)
04CB_01D2,FINEPIX A800 ZOOM (PTP)
04CB_01D3,FINEPIX A920 (PTP)
04CB_01D4,FINEPIX F50FD (PTP)
04CB_01D5,FINEPIX F47 (PTP)
04CB_01E7,FUJIFILM A850 DIGITAL CAMERA
04CB_01F7,FINEPIX J250 (PTP)
04CB_01FD,A160
04CB_023E,FINEPIX AX300
04CB_0240,FINEPIX S2950 DIGITAL CAMERA
04CB_0241,FINEPIX S3200 DIGITAL CAMERA
04CB_0278,FINEPIX JV300
04CB_02C5,FINEPIX S9900W DIGITAL CAMERA (PTP)
04CB_02E0,X-T200 DIGITAL CAMERA
04CB_5006,ASK-300
04CB_5007,DX100
04CC,ST-ERICSSON
04CC_1122,HUB
04CC_1520,USB 2.0 HUB (AVOCENT KVM)
04CC_1521,USB 2.0 HUB
04CC_1A62,GW INSTEK GSP-830 SPECTRUM ANALYZER (HID)
04CC_2323,UX500 SERIAL DEBUG PORT
04CC_2533,NFC DEVICE (PN533)
04CC_8116,CAMERA
04CD,TATUNG CO. OF AMERICA
04CE,SCANLOGIC CORP.
04CE_0002,SL11R-IDE IDE BRIDGE
04CE_0100,USB2PRN PRINTER CLASS
04CE_0300,PHANTOM 336CX - C3 SCANNER
04CE_04CE,SL11DEMO VID: 0X4CE PID: 0X4CE
04CE_07D1,SL11R VID: 0X4CE PID: 0X07D1
04CF,MYSON CENTURY INC.
04CF_0022,OCZ ALCHEMY SERIES ELIXIR II KEYBOARD
04CF_0800,MTP800 MASS STORAGE DEVICE
04CF_8810,CS8810 MASS STORAGE DEVICE
04CF_8811,CS8811 MASS STORAGE DEVICE
04CF_8813,CS8813 MASS STORAGE DEVICE
04CF_8818,USB2.0 TO ATAPI BRIDGE CONTROLLER
04CF_8819,USB 2.0 SD/MMC READER
04CF_9920,CS8819A2-114 MASS STORAGE DEVICE
04D0,DIGI INTERNATIONAL
04D1,ITT CANON
04D2,ALTEC LANSING TECHNOLOGIES
04D2_0070,ADA70 SPEAKERS
04D2_0305,NON-COMPLIANT AUDIO DEVICE
04D2_0311,ADA-310 SPEAKERS
04D2_2060,CLARITEL-I750 - VP
04D2_FF05,ADA-305 SPEAKERS
04D2_FF47,LANSING HID AUDIO CONTROLS
04D2_FF49,LANSING HID AUDIO CONTROLS
04D3,VIDUS INC.
04D4,LSI LOGIC INC.
04D5,FORTE TECHNOLOGIES INC.
04D6,MENTOR GRAPHICS
04D6_E301,BIO-KEY TOUCHLOCK XL ALL WEATHER KEYLESS BIO-LOCK WITH FINGERPRINT RECOGNITION
04D6_E302,ZC3202 [4GB GREEN BOOK DIGITAL QURAN READING PEN FOR HOME TEACHING QURAN]
04D7,OKI SEMICONDUCTOR
04D7_1BE4,BLUETOOTH DEVICE
04D8,MICROCHIP TECHNOLOGY INC.
04D8_0002,PICOLCD 20X2
04D8_0003,PICKIT 2 MICROCONTROLLER PROGRAMMER
04D8_000A,CDC RS-232 EMULATION DEMO
04D8_000B,PIC18F2550 (32K FLASHABLE 10 CHANNEL 10 BIT A/D USB MICROCONTROLLER)
04D8_0032,PICKIT1
04D8_0033,PICKIT2
04D8_0036,PICKIT SERIAL ANALYZER
04D8_00DD,MCP2221(A) UART/I2C BRIDGE
04D8_00E0,PIC32 STARTER BOARD
04D8_04CD,28CXXX EEPROM PROGRAMMER
04D8_0A04,AGP LIN SERIAL ANALYZER
04D8_8000,IN-CIRCUIT DEBUGGER
04D8_8001,ICD2 IN-CIRCUIT DEBUGGER
04D8_8101,PIC24F STARTER KIT
04D8_8107,MICROSTICK II
04D8_8108,CHIPKIT PRO MX7 (PIC32MX)
04D8_9004,MICROCHIP REAL ICE
04D8_9009,ICD3
04D8_900A,PICKIT3
04D8_9012,PICKIT4
04D8_9015,ICD 4 IN-CIRCUIT DEBUGGER
04D8_C001,PICOLCD 20X4
04D8_E11C,TL866CS EEPROM PROGRAMMER [MINIPRO]
04D8_E72E,YUANCON
04D8_E7EE,TRAVISGEIS.COM BIKE LIGHT
04D8_EC72,JOYSTICK WITH ROTARY SWITCH CREATIVE ELECTRONICS LTD
04D8_ED16,BEAMIRC 2.0 CNC REMOTE CONTROLLER ANALOGE
04D8_EDB4,MICRO PLC (ATSAMD51G19A) [BLACK BRIX ECU II]
04D8_EDB5,ATMEGA32U4 [BLACK BRIX ECU]
04D8_F2C4,MACAREUX-LABS HYGROMETRY TEMPERATURE SENSOR
04D8_F2F7,YEPKIT YKUSH
04D8_F3AA,MACAREUX-LABS USBCE BOOTLOADER MODE
04D8_F437,SBE TECH ULTRASONIC ANEMOMETER
04D8_F4B5,SMARTSCOPE
04D8_F5FE,TRUERNG
04D8_F8DA,HUGHSKI LTD. COLORHUG
04D8_F8E8,HARMONY 300/350 REMOTE
04D8_F91C,SPROG IIV3
04D8_FAFF,DANGEROUS PROTOTYPES BUSPIRATE V4 BOOTLOADER MODE
04D8_FB00,DANGEROUS PROTOTYPES BUSPIRATE V4
04D8_FBB2,GCUSB-NSTEP STEPPER MOTOR CONTROLLER
04D8_FBBA,DISCFERRET MAGNETIC DISC ANALYSER (BOOTLOADER MODE)
04D8_FBBB,DISCFERRET MAGNETIC DISC ANALYSER (ACTIVE MODE)
04D8_FC1E,BACHRUS SPEEDOMETER INTERFACE
04D8_FC92,OPEN BENCH LOGIC SNIFFER
04D8_FFEE,DEVANTECH USB-ISS
04D8_FFEF,PICOPLC [APSTECH]
04D9,HOLTEK SEMICONDUCTOR INC.
04D9_0006,WIRED KEYBOARD (78/79 KEY) [RPI WIRED KEYBOARD 5]
04D9_0022,PORTABLE KEYBOARD
04D9_0129,KEYBOARD [KBPV8000]
04D9_0169,KEYBOARD
04D9_0198,KEYBOARD
04D9_0348,KEYBOARD
04D9_0407,KEYBOARD [TEX SHINOBI]
04D9_0462,LASER GAMING MOUSE
04D9_048E,OPTICAL MOUSE
04D9_0499,OPTICAL MOUSE
04D9_1135,MOUSE [MGK-15BU/MLK-15BU]
04D9_1203,KEYBOARD
04D9_1400,PS/2 KEYBOARD + MOUSE CONTROLLER
04D9_1503,KEYBOARD
04D9_1603,KEYBOARD
04D9_1605,KEYBOARD
04D9_1702,KEYBOARD LKS02
04D9_1818,KEYBOARD [DIATEC FILCO MAJESTOUCH 2]
04D9_2011,KEYBOARD [DIATEC FILCO MAJESTOUCH 1]
04D9_2013,KEYBOARD [DAS KEYBOARD]
04D9_2206,FUJITSU SIEMENS MOUSE ESPRIMO Q
04D9_2221,KEYBOARD
04D9_2323,KEYBOARD
04D9_2519,SHENZHEN LOGOTECH 2.4GHZ RECEIVER
04D9_2832,HT82A832R AUDIO MCU
04D9_2834,HT82A834R AUDIO MCU
04D9_4545,KEYBOARD [DIATEC MAJESTOUCH 2 TENKEYLESS]
04D9_A01C,WIRELESS MULTIMEDIA KEYBOARD WITH TRACKBALL [TRUST ADURA 17911]
04D9_A050,CHATMAN V1
04D9_A052,USB-ZYTEMP
04D9_A055,KEYBOARD
04D9_A075,OPTICAL GAMING MOUSE
04D9_A096,KEYBOARD
04D9_A09F,E-SIGNAL LUOM G10 MECHANICAL GAMING MOUSE
04D9_A100,MOUSE [HV-MS735]
04D9_A11B,MOUSE [MX-3200]
04D9_A153,OPTICAL GAMING MOUSE
04D9_A29F,MICROARRAY FINGERPRINT READER
04D9_B534,LGT8F328P MICROPROCESSOR
04D9_E002,MCU
04D9_FC2A,GAMING MOUSE [REDRAGON M709]
04D9_FC30,GAMING MOUSE [REDRAGON M711]
04D9_FC38,GAMING MOUSE [REDRAGON M602-RGB]
04D9_FC4D,GAMING MOUSE [REDRAGON M908]
04D9_FC55,VENUS MMO GAMING MOUSE
04DA,PANASONIC (MATSUSHITA)
04DA_0901,LS-120 CAMERA
04DA_0912,SDR-S10
04DA_0B01,CD-R/RW DRIVE
04DA_0B03,SUPERDISK 240MB
04DA_0D01,CD-R DRIVE KXL-840AN
04DA_0D09,CD-R DRIVE KXL-RW32AN
04DA_0D0A,CD-R DRIVE KXL-CB20AN
04DA_0D0D,CDRCB03
04DA_0D0E,DVD-ROM & CD-R/RW
04DA_0D14,DVD-RAM MLT08
04DA_0F07,KX-MB2030 MULTIFUNCTION LASER PRINTER
04DA_0F40,PRINTER
04DA_104D,ELITE PANABOARD UB-T880 (HID)
04DA_104E,ELITE PANABOARD PEN ADAPTOR (HID)
04DA_1500,MFSUSB DRIVER
04DA_1800,DY-WL10 802.11ABGN ADAPTER [BROADCOM BCM4323]
04DA_1B00,MULTIMEDIACARD
04DA_2121,EB-VS6
04DA_2316,DVC MASS STORAGE DEVICE
04DA_2317,DVC USB-SERIAL DRIVER FOR WINXP
04DA_2318,NV-GS11/230/250 (WEBCAM MODE)
04DA_2319,NV-GS15 (WEBCAM MODE)
04DA_231A,NV-GS11/230/250 (DV MODE)
